name,typ,quelle_url,webseite,bundesland
Altona,Bezirk,https://de.wikipedia.org/wiki/Bezirk_Altona,http://www.hamburg.de/altona/,Hamburg
Bergedorf,Bezirk,https://de.wikipedia.org/wiki/Bezirk_Bergedorf,https://hamburg.de/bergedorf/,Hamburg
Eimsbüttel,Bezirk,https://de.wikipedia.org/wiki/Bezirk_Eimsbüttel,https://www.hamburg.de/eimsbuettel/,Hamburg
Hamburg-Mitte,Bezirk,https://de.wikipedia.org/wiki/Bezirk_Hamburg-Mitte,http://www.hamburg.de/mitte/,Hamburg
Hamburg-Nord,Bezirk,https://de.wikipedia.org/wiki/Bezirk_Hamburg-Nord,http://www.hamburg.de/hamburg-nord/,Hamburg
Harburg,Bezirk,https://de.wikipedia.org/wiki/Bezirk_Harburg,http://www.hamburg.de/harburg,Hamburg
Wandsbek,Bezirk,https://de.wikipedia.org/wiki/Bezirk_Wandsbek,https://www.hamburg.de/politik-und-verwaltung/bezirke/wandsbek,Hamburg
