name,typ,quelle_url,webseite,bundesland
Bad Krozingen,Stadt,https://www.staatsanzeiger.de/kommunen/bad-krozingen/,http://www.bad-krozingen.de/,Baden-Württemberg
Bad Liebenzell,Stadt,https://www.staatsanzeiger.de/kommunen/bad-liebenzell/,http://www.bad-liebenzell.de/,Baden-Württemberg
Bad Mergentheim,Stadt,https://www.staatsanzeiger.de/kommunen/bad-mergentheim/,http://www.bad-mergentheim.de/,Baden-Württemberg
Bad Peterstal-Griesbach,Gemeinde,https://www.staatsanzeiger.de/kommunen/bad-peterstal-griesbach/,https://www.estellen.de/,Baden-Württemberg
Bad Rappenau,Stadt,https://www.staatsanzeiger.de/kommunen/bad-rappenau/,http://www.badrappenau.de/,Baden-Württemberg
Bad Rippoldsau-Schapbach,Gemeinde,https://www.staatsanzeiger.de/kommunen/bad-rippoldsau-schapbach/,https://www.estellen.de/,Baden-Württemberg
Bad Säckingen,Stadt,https://www.staatsanzeiger.de/kommunen/bad-saeckingen/,http://www.bad-saeckingen.de/,Baden-Württemberg
Bad Saulgau,Stadt,https://www.staatsanzeiger.de/kommunen/bad-saulgau/,http://www.bad-saulgau.de/,Baden-Württemberg
Bad Schönborn,Gemeinde,https://www.staatsanzeiger.de/kommunen/bad-schoenborn/,http://www.bad-schoenborn.de/,Baden-Württemberg
Bad Schussenried,Stadt,https://www.staatsanzeiger.de/kommunen/bad-schussenried/,http://www.bad-schussenried.de/,Baden-Württemberg
Bad Teinach-Zavelstein,Stadt,https://www.staatsanzeiger.de/kommunen/bad-teinach-zavelstein/,http://www.bad-teinach-zavelstein.de/,Baden-Württemberg
Bad Überkingen,Gemeinde,https://www.staatsanzeiger.de/kommunen/bad-ueberkingen/,http://www.bad-ueberkingen.de/,Baden-Württemberg
Bad Urach,Stadt,https://www.staatsanzeiger.de/kommunen/bad-urach/,http://www.bad-urach.de/,Baden-Württemberg
Bad Waldsee,Stadt,https://www.staatsanzeiger.de/kommunen/bad-waldsee/,http://www.bad-waldsee.de/,Baden-Württemberg
Bad Wildbad,Stadt,https://www.staatsanzeiger.de/kommunen/bad-wildbad/,http://www.bad-wildbad.de/,Baden-Württemberg
Bad Wimpfen,Stadt,https://www.staatsanzeiger.de/kommunen/bad-wimpfen/,http://www.badwimpfen.de/,Baden-Württemberg
Bad Wurzach,Stadt,https://www.staatsanzeiger.de/kommunen/bad-wurzach/,http://www.bad-wurzach.de/,Baden-Württemberg
Baden-Baden,Stadt,https://www.staatsanzeiger.de/kommunen/baden-baden/,https://www.estellen.de/,Baden-Württemberg
Badenweiler,Gemeinde,https://www.staatsanzeiger.de/kommunen/badenweiler/,http://www.gemeinde-badenweiler.de/,Baden-Württemberg
Bahlingen am Kaiserstuhl,Gemeinde,https://www.staatsanzeiger.de/kommunen/bahlingen-am-kaiserstuhl/,http://www.bahlingen.de/,Baden-Württemberg
Baienfurt,Gemeinde,https://www.staatsanzeiger.de/kommunen/baienfurt/,http://www.baienfurt.de/,Baden-Württemberg
Baiersbronn,Gemeinde,https://www.staatsanzeiger.de/kommunen/baiersbronn/,http://www.gemeinde-baiersbronn.de/,Baden-Württemberg
Baindt,Gemeinde,https://www.staatsanzeiger.de/kommunen/baindt/,http://www.baindt.de/,Baden-Württemberg
Balgheim,Gemeinde,https://www.staatsanzeiger.de/kommunen/balgheim/,http://www.balgheim.de/,Baden-Württemberg
Balingen,Stadt,https://www.staatsanzeiger.de/kommunen/balingen/,http://www.balingen.de/,Baden-Württemberg
Ballendorf,Gemeinde,https://www.staatsanzeiger.de/kommunen/ballendorf/,http://www.ballendorf.de/,Baden-Württemberg
Ballrechten-Dottingen,Gemeinde,https://www.staatsanzeiger.de/kommunen/ballrechten-dottingen/,http://www.ballrechten-dottingen.de/,Baden-Württemberg
Baltmannsweiler,Gemeinde,https://www.staatsanzeiger.de/kommunen/baltmannsweiler/,http://www.baltmannsweiler.de/,Baden-Württemberg
Balzheim,Gemeinde,https://www.staatsanzeiger.de/kommunen/balzheim/,http://www.balzheim.de/,Baden-Württemberg
